Mac Prefix,Vendor Name,Private,Block Type,Last Update
80:DA:BC,Megafone Limited,false,MA-L,2019/01/25
F8:DF:E1,MyLight Systems,false,MA-L,2019/01/25
A0:91:A2,"OnePlus Electronics (Shenzhen) Co., Ltd.",false,MA-L,2019/01/25
60:92:F5,"ARRIS Group, Inc.",false,MA-L,2019/01/25
18:20:D5,"ARRIS Group, Inc.",false,MA-L,2019/01/25
C8:B4:22,ASKEY COMPUTER CORP,false,MA-L,2019/01/25
10:93:97,"ARRIS Group, Inc.",false,MA-L,2019/01/25
E4:1E:0A:3,Avast Software s.r.o.,false,MA-M,2019/01/25
E4:1E:0A:B,"Safety Vision, LLC",false,MA-M,2019/01/25
E4:1E:0A:8,SAGE Glass,false,MA-M,2019/01/25
E4:1E:0A:2,IDvaco Private Limited,false,MA-M,2019/01/25
E4:1E:0A:7,Tritium Pty Ltd,false,MA-M,2019/01/25
70:B3:D5:E2:9,Invent Vision - iVision Sistemas de Imagem e Visão S.A.,false,MA-S,2019/01/25
70:B3:D5:80:8,Becton Dickinson,false,MA-S,2019/01/25
70:B3:D5:F1:C,Bavaria Digital Technik GmbH,false,MA-S,2019/01/25
70:B3:D5:F5:0,"Vectology,Inc",false,MA-S,2019/01/25
30:50:FD,"Skyworth Digital Technology(Shenzhen) Co.,Ltd",false,MA-L,2019/01/29
4C:17:44,Amazon Technologies Inc.,false,MA-L,2019/01/29
80:D0:4A,Technicolor CH USA Inc.,false,MA-L,2019/01/29
4C:91:57,"Fujian LANDI Commercial Equipment Co.,Ltd",false,MA-L,2019/01/29
48:D8:75,"China TransInfo Technology Co., Ltd",false,MA-L,2019/01/29
CC:A1:2B,"TCL King Electrical Appliances (Huizhou) Co., Ltd",false,MA-L,2019/01/29
4C:BC:48,"Cisco Systems, Inc",false,MA-L,2019/01/29
D4:6A:35,"Cisco Systems, Inc",false,MA-L,2019/01/29
E4:F3:E8,"Shenzhen SuperElectron Technology Co.,Ltd.",false,MA-L,2019/01/29
B0:30:55,China Mobile IOT Company Limited,false,MA-L,2019/01/29
F4:32:3D,"Sichuan tianyi kanghe communications co., LTD",false,MA-L,2019/01/29
D0:39:EA,NetApp,false,MA-L,2019/01/29
DC:2A:A1,MedHab LLC,false,MA-L,2019/01/29
90:5C:34,Sirius Electronic Systems Srl,false,MA-L,2019/01/29
50:41:B9,"I-O DATA DEVICE,INC.",false,MA-L,2019/01/29
9C:25:BE,"Wildlife Acoustics, Inc.",false,MA-L,2019/01/29
1C:69:7A,"EliteGroup Computer Systems Co., LTD",false,MA-L,2019/01/29
38:F3:2E,Skullcandy,false,MA-L,2019/01/29
10:3D:3E,"China Mobile Group Device Co.,Ltd.",false,MA-L,2019/01/29
64:CC:22,Arcadyan Corporation,false,MA-L,2019/01/29
E4:1E:0A:0,Zavod № 423,false,MA-M,2019/01/29
E4:1E:0A:9,B METERS S.R.L.,false,MA-M,2019/01/29
E4:1E:0A:C,TELETASK BELGIUM,false,MA-M,2019/01/29
E4:1E:0A:1,Connected Cars A/S,false,MA-M,2019/01/29
C8:63:14:A,"Optictimes Co.,Ltd",false,MA-M,2019/01/29
E4:1E:0A:A,FireAngel Safety Technology Ltd,false,MA-M,2019/01/29
E4:1E:0A:4,XPR Group,false,MA-M,2019/01/29
E4:1E:0A:D,ROMO Wind A/S,false,MA-M,2019/01/29
70:B3:D5:2A:6,GSI Technology,false,MA-S,2019/01/29
70:B3:D5:6F:1,Discover Battery,false,MA-S,2019/01/29
70:B3:D5:75:4,COSMOIT.CO.LTD,false,MA-S,2019/01/29
70:B3:D5:BA:8,Controlled Power Company,false,MA-S,2019/01/29
70:B3:D5:38:8,Xitron,false,MA-S,2019/01/29
70:B3:D5:0F:2,"TrexEdge, Inc.",false,MA-S,2019/01/29
7C:D6:61,Xiaomi Communications Co Ltd,false,MA-L,2019/01/30
D0:9C:7A,Xiaomi Communications Co Ltd,false,MA-L,2019/01/30
18:46:44,Home Control Singapore Pte Ltd,false,MA-L,2019/01/30
70:B3:D5:69:A,Altaneos,false,MA-S,2019/01/30
70:B3:D5:BE:E,Sicon srl,false,MA-S,2019/01/30
70:B3:D5:B5:0,iGrid T&D,false,MA-S,2019/01/30
50:13:95,"Sichuan AI-Link Technology Co., Ltd.",false,MA-L,2019/02/01
88:DA:33,"Beijing Xiaoyuer Network Technology Co., Ltd",false,MA-L,2019/02/01
5C:1C:B9,"vivo Mobile Communication Co., Ltd.",false,MA-L,2019/02/01
E8:D0:FC,Liteon Technology Corporation,false,MA-L,2019/02/01
C0:9F:E1,zte corporation,false,MA-L,2019/02/01
AC:00:D0,zte corporation,false,MA-L,2019/02/01
10:DC:4A,"Fiberhome Telecommunication Technologies Co.,LTD",false,MA-L,2019/02/01
44:4B:7E,"Fiberhome Telecommunication Technologies Co.,LTD",false,MA-L,2019/02/01
18:D9:EF,Shuttle Inc.,false,MA-L,2019/02/01
48:87:64,"vivo Mobile Communication Co., Ltd.",false,MA-L,2019/02/01
C0:FD:84,zte corporation,false,MA-L,2019/02/01
E8:E8:B7,"Murata Manufacturing Co., Ltd.",false,MA-L,2019/02/01
80:20:DA,Sagemcom Broadband SAS,false,MA-L,2019/02/01
F8:B7:97,"NEC Platforms, Ltd.",false,MA-L,2019/02/01
B0:AA:D2,"Sichuan tianyi kanghe communications co., LTD",false,MA-L,2019/02/01
E8:C4:17,"Fiberhome Telecommunication Technologies Co.,LTD",false,MA-L,2019/02/01
48:5D:EB,Just Add Power,false,MA-L,2019/02/01
E4:1E:0A:E,"Shanghai LeXiang Technology Co., Ltd",false,MA-M,2019/02/01
E4:1E:0A:6,SFC Energy AG,false,MA-M,2019/02/01
C8:2C:2B:0,"Fungible, Inc.",false,MA-M,2019/02/01
C8:2C:2B:D,"UBITRON Co.,LTD",false,MA-M,2019/02/01
70:B3:D5:E0:0,"Jeaway CCTV Security Ltd,.",false,MA-S,2019/02/01
70:B3:D5:C5:4,Flexsolution APS,false,MA-S,2019/02/01
70:B3:D5:E2:D,Private,false,MA-S,2019/02/01
70:B3:D5:6D:E,Ametek Solidstate Controls,false,MA-S,2019/02/01
84:C7:8F,APS Networks GmbH,false,MA-L,2021/01/21
F8:E5:CF,CGI IT UK LIMITED,false,MA-L,2019/02/04
C8:2C:2B,IEEE Registration Authority,false,MA-L,2019/02/04
C8:2C:2B:3,RF Engineering and Energy Resource,false,MA-M,2019/02/04
C8:2C:2B:8,"Verifone Systems (China),lnc.",false,MA-M,2019/02/04
C8:2C:2B:B,"Kunshan SVL Electric  Co.,Ltd",false,MA-M,2019/02/04
C8:2C:2B:7,Merpa Bilgi Islem Ltd.Sti,false,MA-M,2019/02/04
C8:2C:2B:A,Shiftall Inc.,false,MA-M,2019/02/04
C8:2C:2B:4,iWave Systems Tech Pvt Ltd,false,MA-M,2019/02/04
C8:2C:2B:9,BIOT Sp. z o.o.,false,MA-M,2019/02/04
C8:2C:2B:C,Smart Wires Inc,false,MA-M,2019/02/04
70:B3:D5:0A:D,Vega-Absolute,false,MA-S,2019/02/04
70:B3:D5:8A:9,WoKa-Elektronik GmbH,false,MA-S,2019/02/04
70:B3:D5:D3:A,PROMOMED RUS LLC,false,MA-S,2019/02/04
70:B3:D5:FB:2,KJ3 Elektronik AB,false,MA-S,2019/02/04
C8:2C:2B:2,Repp Health,false,MA-M,2019/02/05
C8:2C:2B:1,Galgus,false,MA-M,2019/02/05
70:B3:D5:7B:C,FIRST RF Corporation,false,MA-S,2019/02/05
78:2C:29,"New H3C Technologies Co., Ltd",false,MA-L,2019/02/06
70:DD:A8,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",false,MA-L,2019/02/06
4C:6F:9C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",false,MA-L,2019/02/06
C8:2C:2B:5,DALCO AG,false,MA-M,2019/02/06
B0:FD:0B:D,Habana Labs LTD,false,MA-M,2019/02/06
C8:2C:2B:E,Fränkische Rohrwerke Gebr. Kirchner GmbH & Co. KG,false,MA-M,2019/02/06
C8:2C:2B:6,Grav I.T.,false,MA-M,2019/02/06
B0:FD:0B:B,"MartinLogan, Ltd.",false,MA-M,2019/02/06
70:B3:D5:62:0,Orlaco Products B.V.,false,MA-S,2019/02/06
70:B3:D5:00:C,EXARA Group,false,MA-S,2019/02/06
70:B3:D5:55:8,Multiple Access Communications Ltd,false,MA-S,2019/02/06
70:B3:D5:46:E,Zamir Recognition Systems Ltd.,false,MA-S,2019/02/06
BA:C4:85,Fraunhofer IIS,false,CID,2019/02/06
DC:B0:82,Nokia,false,MA-L,2019/02/09
B0:FD:0B,IEEE Registration Authority,false,MA-L,2019/02/09
D4:20:B0,"Mist Systems, Inc.",false,MA-L,2019/02/09
68:82:F2,grandcentrix GmbH,false,MA-L,2019/02/09
B0:70:0D,Nokia,false,MA-L,2019/02/09
70:B3:D5:9B:E,Izome,false,MA-S,2019/02/09
8A:FB:16,"TeraByte, Inc.",false,CID,2019/02/09
70:B3:D5:05:6,"MIRAE INFORMATION TECHNOLOGY CO., LTD.",false,MA-S,2019/02/12
70:B3:D5:BD:4,"YUYAMA MFG Co.,Ltd",false,MA-S,2019/02/12
84:FD:D1,Intel Corporate,false,MA-L,2019/02/13
D4:D2:52,Intel Corporate,false,MA-L,2019/02/13
DC:8C:37,"Cisco Systems, Inc",false,MA-L,2019/02/13
B0:FD:0B:2,Vista Manufacturing,false,MA-M,2019/02/13
3A:78:CA,SoundTalks NV,false,CID,2019/02/13
D0:19:6A,Ciena Corporation,false,MA-L,2019/02/14
D4:35:1D,Technicolor Delivery Technologies Belgium NV,false,MA-L,2021/06/08
60:09:C3,u-blox AG,false,MA-L,2019/02/14
98:B8:BA,LG Electronics (Mobile Communications),false,MA-L,2019/02/14
D4:9D:C0,"Samsung Electronics Co.,Ltd",false,MA-L,2019/02/14
D4:4D:A4,"Murata Manufacturing Co., Ltd.",false,MA-L,2019/02/14
70:2E:80,DIEHL Connectivity Solutions,false,MA-L,2019/02/14
7C:50:DA,Private,false,MA-L,2019/02/14
B0:FD:0B:3,DMAC Security LLC,false,MA-M,2019/02/14
B0:FD:0B:8,eSenseLab Ltd.,false,MA-M,2019/02/14
B0:FD:0B:C,Haltian Products Oy,false,MA-M,2019/02/14
B0:FD:0B:A,"TEMCO JAPAN CO., LTD.",false,MA-M,2019/02/14
70:B3:D5:DD:9,MaNima Technologies BV,false,MA-S,2019/02/14
70:B3:D5:47:7,digitrol limited,false,MA-S,2019/02/14
70:B3:D5:94:6,"GREATWALL Infotech Co., Ltd.",false,MA-S,2019/02/14
8C:A9:6F,D&M Holdings Inc.,false,MA-L,2019/02/15
1C:3A:60,Ruckus Wireless,false,MA-L,2019/02/15
CC:88:26,LG Innotek,false,MA-L,2019/02/16
88:EF:16,"ARRIS Group, Inc.",false,MA-L,2019/02/16
08:3A:2F,"Guangzhou Juan Intelligent Tech Joint Stock Co.,Ltd",false,MA-L,2019/02/16
60:D2:48,"ARRIS Group, Inc.",false,MA-L,2019/02/16
C0:89:AB,"ARRIS Group, Inc.",false,MA-L,2019/02/16
EC:5B:73,Advanced & Wise Technology Corp.,false,MA-L,2019/02/16
14:C0:3E,"ARRIS Group, Inc.",false,MA-L,2019/02/16
B0:FD:0B:0,"TAE HYUNG Industrial Electronics Co., Ltd.",false,MA-M,2019/02/16
B0:FD:0B:5,"Taian Yuqi Communication Technology Co., Ltd",false,MA-M,2019/02/16
B0:FD:0B:9,"Eagle Acoustics Manufacturing, LLC",false,MA-M,2019/02/16
70:B3:D5:4A:8,"Acrodea, Inc.",false,MA-S,2019/02/16
70:B3:D5:05:B,PAL Inc.,false,MA-S,2019/02/16
70:B3:D5:C5:F,Clean-Lasersysteme GmbH,false,MA-S,2019/02/16
70:B3:D5:23:7,Sikom AS,false,MA-S,2019/02/16
84:8B:CD,IEEE Registration Authority,false,MA-L,2019/02/20
FC:EA:50,Integrated Device Technology (Malaysia) Sdn. Bhd.,false,MA-L,2019/02/20
68:6D:BC,"Hangzhou Hikvision Digital Technology Co.,Ltd.",false,MA-L,2020/02/26
18:AA:CA,"Sichuan tianyi kanghe communications co., LTD",false,MA-L,2019/02/20
D4:F0:57,"Nintendo Co.,Ltd",false,MA-L,2019/02/20
08:ED:ED,"Zhejiang Dahua Technology Co., Ltd.",false,MA-L,2019/02/20
AC:F5:E6,"Cisco Systems, Inc",false,MA-L,2019/02/20
20:17:42,LG Electronics,false,MA-L,2019/02/20
B0:A6:F5,"Xaptum, Inc.",false,MA-L,2019/02/20
BC:9F:E4,"Aruba, a Hewlett Packard Enterprise Company",false,MA-L,2019/02/20
B0:FD:0B:7,Everynet Oy,false,MA-M,2019/02/20
84:8B:CD:6,TWTG R&D B.V.,false,MA-M,2019/02/20
B0:FD:0B:E,"Shenzhen FEIBIT Electronic Technology Co.,LTD",false,MA-M,2019/02/20
B0:FD:0B:1,IDspire Corporation Ltd.,false,MA-M,2019/02/20
B0:FD:0B:4,Fasii Information Technology (Shanghai) Ltd.,false,MA-M,2019/02/20
B0:FD:0B:6,DNESO TEN Ltd.,false,MA-M,2019/02/20
70:B3:D5:F2:9,SamabaNova Systems,false,MA-S,2019/02/20
70:B3:D5:A4:D,"LANSITEC TECHNOLOGY CO., LTD",false,MA-S,2019/02/20
70:B3:D5:50:6,Tonbo Imaging Pte Ltd,false,MA-S,2019/02/20
70:B3:D5:A2:B,Clever Devices,false,MA-S,2019/02/20
70:B3:D5:8E:D,NanoSense,false,MA-S,2019/02/20
70:B3:D5:9D:A,Blake UK,false,MA-S,2019/02/20
70:B3:D5:82:2,Angora Networks,false,MA-S,2019/02/20
70:B3:D5:37:E,ELINKGATE JSC,false,MA-S,2019/02/20
70:B3:D5:B2:0,ICT BUSINESS GROUP of Humanrights Center for disabled people,false,MA-S,2019/02/25
6C:AB:05,"Cisco Systems, Inc",false,MA-L,2019/02/25
50:AF:4D,zte corporation,false,MA-L,2019/02/25
44:13:D0,zte corporation,false,MA-L,2019/02/25
F0:A9:68,"Antailiye Technology Co.,Ltd",false,MA-L,2019/02/25
74:45:CE,CRESYN,false,MA-L,2019/02/25
C8:EA:F8,zte corporation,false,MA-L,2019/02/25
24:62:AB,Espressif Inc.,false,MA-L,2019/02/25
88:B4:36,Private,false,MA-L,2019/02/25
48:E1:E9,"Chengdu Meross Technology Co., Ltd.",false,MA-L,2019/02/25
48:77:46,Calix Inc.,false,MA-L,2020/02/29
84:8B:CD:0,SouXin Corporate,false,MA-M,2019/02/25
84:8B:CD:1,Shenzhen LTIME In-Vehicle Entertainment System Company Limited,false,MA-M,2019/02/25
84:8B:CD:A,Sphera Telecom,false,MA-M,2019/02/25
84:8B:CD:4,Logic Supply,false,MA-M,2019/02/25
84:8B:CD:5,exodraft a/s,false,MA-M,2019/02/25
84:8B:CD:3,Annapurna labs,false,MA-M,2019/02/25
70:B3:D5:5A:6,TimeMachines Inc.,false,MA-S,2019/02/25
70:B3:D5:E9:D,INTECH,false,MA-S,2019/02/25
70:B3:D5:A4:5,Viper Innovations Ltd,false,MA-S,2019/02/25
70:B3:D5:7C:B,KeyW Corporation,false,MA-S,2019/02/27
70:B3:D5:55:6,"OHASHI ENGINEERING CO.,LTD.",false,MA-S,2019/02/25
70:B3:D5:4F:A,Thruvision Limited,false,MA-S,2019/02/25
70:B3:D5:08:0,ABB,false,MA-S,2019/02/25
70:B3:D5:1F:9,Automata GmbH & Co. KG,false,MA-S,2019/02/25
70:B3:D5:FB:9,EYEDEA,false,MA-S,2019/02/25
70:B3:D5:EA:D,"Cobo, Inc.",false,MA-S,2019/02/25
7A:84:F0,"McDowell Signal Processing, LLC (dba McDSP)",false,CID,2019/02/25
70:B3:D5:A4:2,iMAR Navigation GmbH,false,MA-S,2019/02/26
A4:A1:79,Nanjing dianyan electric power automation co. LTD,false,MA-L,2019/02/27
30:31:7D,Hosiden Corporation,false,MA-L,2019/02/27
38:3B:26,"Jiangsu Qinheng Co., Ltd.",false,MA-L,2019/02/27
6C:8A:EC,"Nantong Coship Electronics Co., Ltd.",false,MA-L,2019/02/27
88:9E:33,TCT mobile ltd,false,MA-L,2019/02/27
84:8B:CD:2,CCX Technologies Inc.,false,MA-M,2019/02/27
84:8B:CD:9,NORALSY,false,MA-M,2019/02/27
84:8B:CD:B,"CHONGQING HUAYI KANGDAO TECHNOLOGY CO.,LTD.",false,MA-M,2019/02/27
84:8B:CD:7,"Smart Code (Shenzhen) Technology Co.,Ltd",false,MA-M,2019/02/27
70:B3:D5:31:D,AVA Monitoring AB,false,MA-S,2019/02/27
70:B3:D5:40:B,"QUERCUS TECHNOLOGIES, S.L.",false,MA-S,2019/02/27
70:B3:D5:01:9,"Transit Solutions, LLC.",false,MA-S,2019/02/27
70:B3:D5:E1:4,Automata Spa,false,MA-S,2019/02/27
70:B3:D5:B0:6,MULTIVOICE LLC,false,MA-S,2019/02/27
1C:64:99,Comtrend Corporation,false,MA-L,2019/03/29
84:8B:CD:D,ENGISAT LDA,false,MA-M,2019/02/28
08:7E:64,Technicolor CH USA Inc.,false,MA-L,2019/03/01
98:0D:67,Zyxel Communications Corporation,false,MA-L,2019/03/01
FC:49:2D,Amazon Technologies Inc.,false,MA-L,2019/03/01
5C:FA:FB,Acubit,false,MA-L,2019/03/01
74:EE:2A,SHENZHEN BILIAN ELECTRONIC CO.，LTD,false,MA-L,2019/03/01
C4:F7:D5,"Cisco Systems, Inc",false,MA-L,2019/03/01
BC:98:DF,"Motorola Mobility LLC, a Lenovo Company",false,MA-L,2019/03/01
54:E0:19,Ring LLC,false,MA-L,2019/03/01
9C:7B:EF,Hewlett Packard,false,MA-L,2019/03/01
90:73:5A,"Motorola Mobility LLC, a Lenovo Company",false,MA-L,2019/03/01
1C:82:59:1,3xLOGIC Inc.,false,MA-M,2019/05/15
1C:82:59:3,"C&A Marketing, INC.",false,MA-M,2019/03/01
84:8B:CD:E,Emotiv Inc,false,MA-M,2019/03/01
1C:82:59:A,ESTec Corporation,false,MA-M,2019/03/01
70:B3:D5:44:4,"AMS Controls, Inc.",false,MA-S,2019/03/01
70:B3:D5:98:2,"3S - Sensors, Signal Processing, Systems GmbH",false,MA-S,2019/03/01
70:B3:D5:15:1,Virsae Group Ltd,false,MA-S,2019/03/01
70:B3:D5:4C:C,FRESENIUS MEDICAL CARE,false,MA-S,2019/03/01
70:B3:D5:BB:5,Grossenbacher Systeme AG,false,MA-S,2019/03/01
1C:82:59,IEEE Registration Authority,false,MA-L,2019/03/02
D8:13:99,"Hui Zhou Gaoshengda Technology Co.,LTD",false,MA-L,2019/03/02
74:38:B7,CANON INC.,false,MA-L,2019/03/04
1C:82:59:4,winsun AG,false,MA-M,2019/03/04
1C:82:59:9,"Shanghai Xiaoyan Technology Co., Ltd.",false,MA-M,2019/03/04
70:B3:D5:8C:4,APE GmbH,false,MA-S,2019/03/04
1C:82:59:7,Jump Trading,false,MA-M,2019/03/05
14:84:30,MITAC COMPUTING TECHNOLOGY CORPORATION,false,MA-L,2019/03/07
B8:A4:4F,Axis Communications AB,false,MA-L,2019/03/07
04:5C:6C,Juniper Networks,false,MA-L,2019/03/07
D8:F1:5B,Espressif Inc.,false,MA-L,2019/03/07
F8:23:87,"Shenzhen Horn Audio Co.,Ltd.",false,MA-L,2019/03/07
1C:82:59:0,"Shandong Luneng Intelligence Technology CO., Ltd",false,MA-M,2019/03/07
1C:82:59:6,CGI IT UK LIMITED,false,MA-M,2019/03/07
70:B3:D5:50:A,AMEDTEC Medizintechnik Aue GmbH,false,MA-S,2019/03/07
70:B3:D5:C0:0,BESO sp. z o.o.,false,MA-S,2019/03/07
70:B3:D5:99:B,RCH ITALIA SPA,false,MA-S,2019/03/07
70:B3:D5:B5:2,"AEye, Inc.",false,MA-S,2019/03/07
70:B3:D5:11:1,Leonardo Sistemi Integrati S.r.l.,false,MA-S,2019/03/07
D0:57:94,Sagemcom Broadband SAS,false,MA-L,2019/03/08
E8:28:C1,Eltex Enterprise Ltd.,false,MA-L,2019/03/08
6C:F1:7E,"Zhejiang Uniview Technologies Co.,Ltd.",false,MA-L,2019/03/08
04:D9:F5,ASUSTek COMPUTER INC.,false,MA-L,2019/03/08
50:1B:32,Taicang T&W Electronics,false,MA-L,2019/03/08
78:D3:47,Ericsson AB,false,MA-L,2019/03/08
1C:82:59:D,"Applied Concepts, Inc.",false,MA-M,2019/03/08
1C:82:59:8,"SHENZHEN AOA TECHNOLOGY CO.,LTD",false,MA-M,2019/03/08
1C:82:59:2,Diatrend Corporation,false,MA-M,2019/03/08
70:B3:D5:EF:F,Carlo Gavazzi Industri,false,MA-S,2019/03/08
70:B3:D5:E2:5,GJD Manufacturing,false,MA-S,2019/03/08
70:B3:D5:21:0,"Eastone Century Technology Co.,Ltd.",false,MA-S,2019/03/08
70:B3:D5:AC:0,RITEC,false,MA-S,2019/03/08
70:B3:D5:83:A,EMDEP CENTRO TECNOLOGICO MEXICO,false,MA-S,2019/03/08
70:B3:D5:FD:5,OCEANCCTV LTD,false,MA-S,2019/03/08
68:7D:6B,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
7C:89:56,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
8C:E5:C0,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
F0:8A:76,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
00:FA:21,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
EC:AA:25,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
18:19:D6,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
B4:CF:E0,"Sichuan tianyi kanghe communications co., LTD",false,MA-L,2019/03/11
88:29:9C,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
48:51:69,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
70:FC:8F,FREEBOX SAS,false,MA-L,2019/03/11
80:91:33,AzureWave Technology Inc.,false,MA-L,2019/03/11
7C:23:02,"Samsung Electronics Co.,Ltd",false,MA-L,2019/03/11
1C:82:59:B,"KeyWest Networks, Inc",false,MA-M,2019/03/11
1C:82:59:C,Evondos Oy,false,MA-M,2019/03/11
1C:82:59:5,Fagus-GreCon Greten GmbH & Co. KG,false,MA-M,2019/03/11
70:B3:D5:E8:A,Melecs EWS GmbH,false,MA-S,2019/03/11
70:B3:D5:B7:3,Cetto Industries,false,MA-S,2019/03/11
70:B3:D5:9B:F,Xiris Automation Inc.,false,MA-S,2019/03/11
D8:CA:06,Titan DataCenters France,false,MA-L,2019/03/12
60:95:CE,IEEE Registration Authority,false,MA-L,2019/03/12
18:B6:F7,NEW POS TECHNOLOGY LIMITED,false,MA-L,2019/03/12
BC:97:E1,Broadcom Limited,false,MA-L,2019/03/12
54:EC:2F,Ruckus Wireless,false,MA-L,2019/03/12
28:D1:B7,"Shenzhen YOUHUA Technology Co., Ltd",false,MA-L,2019/03/12
AC:83:E9,"Beijing Zile Technology Co., Ltd",false,MA-L,2019/03/12
60:95:CE:4,"Untangle, Inc.",false,MA-M,2019/03/12
60:95:CE:1,Ponoor Experiments Inc.,false,MA-M,2019/03/12
60:95:CE:5,AdvanWISE Corporation,false,MA-M,2019/03/12
60:95:CE:B,"Beijing Sinomedisite Bio-tech Co.,Ltd",false,MA-M,2019/03/12
1C:82:59:E,Microtronics Engineering GmbH,false,MA-M,2019/03/12
60:95:CE:D,GovComm,false,MA-M,2019/03/12
60:95:CE:7,Cadmo Soluciones SAC,false,MA-M,2019/03/12
70:B3:D5:DF:E,microtec Sicherheitstechnik GmbH,false,MA-S,2019/03/12
70:B3:D5:5B:A,INFRASAFE/ ADVANTOR SYSTEMS,false,MA-S,2019/03/12
14:49:BC,DrayTek Corp.,false,MA-L,2019/03/14
28:99:C7,LINDSAY BROADBAND INC,false,MA-L,2019/03/14
BC:7F:A4,Xiaomi Communications Co Ltd,false,MA-L,2019/03/14
AC:42:28,Parta Networks,false,MA-L,2019/03/14
8C:04:BA,Dell Inc.,false,MA-L,2019/03/14
20:F4:78,Xiaomi Communications Co Ltd,false,MA-L,2019/03/14
60:95:CE:C,Synamedia,false,MA-M,2019/03/14
60:95:CE:0,Siema Applications,false,MA-M,2019/03/14
60:95:CE:8,Trophy SAS,false,MA-M,2019/03/14
60:95:CE:6,Xiamen Sigmastar Technology Ltd.,false,MA-M,2019/03/14
70:B3:D5:8D:F,DORLET SAU,false,MA-S,2019/03/14
70:B3:D5:E1:E,Umano Medical Inc.,false,MA-S,2019/03/14
70:B3:D5:BC:9,Yite technology,false,MA-S,2019/03/14
C8:A7:76,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
90:78:B2,Xiaomi Communications Co Ltd,false,MA-L,2019/03/18
78:C3:13,"China Mobile Group Device Co.,Ltd.",false,MA-L,2019/03/18
B8:91:C9,Handreamnet,false,MA-L,2019/03/18
A8:49:4D,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
FC:BD:67,Arista Networks,false,MA-L,2019/03/18
14:A2:A0,"Cisco Systems, Inc",false,MA-L,2019/03/18
CC:64:A6,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
18:CF:24,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
08:4F:0A,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
50:F8:A5,"eWBM Co., Ltd.",false,MA-L,2019/03/18
C8:D6:9D,Arab International Optronics,false,MA-L,2019/03/18
BC:97:40,IEEE Registration Authority,false,MA-L,2019/03/18
1C:20:DB,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
74:34:AE,this is engineering Inc.,false,MA-L,2019/03/18
C4:8F:C1,DEEPTRACK S.L.U.,false,MA-L,2019/03/18
40:5B:D8,"CHONGQING FUGUI ELECTRONICS CO.,LTD.",false,MA-L,2019/03/18
E4:AB:89,MitraStar Technology Corp.,false,MA-L,2019/03/18
44:00:4D,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
B4:F5:8E,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
A4:00:E2,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
D0:C6:5B,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/18
B4:C4:FC,Xiaomi Communications Co Ltd,false,MA-L,2019/03/18
60:95:CE:3,Robot S.A.,false,MA-M,2019/03/18
60:95:CE:E,VNS Inc.,false,MA-M,2019/04/03
60:95:CE:2,"Q-SENTECH Co.,Ltd.",false,MA-M,2019/03/18
BC:97:40:4,"Wind Mobility Technology (Beijing) Co., Ltd",false,MA-M,2019/03/18
60:95:CE:A,(UN)MANNED,false,MA-M,2019/03/18
60:95:CE:9,"Jlztlink Industry(ShenZhen)Co.,Ltd.",false,MA-M,2019/03/18
BC:97:40:8,Gaodi Rus,false,MA-M,2019/03/18
70:B3:D5:5E:1,Arevita,false,MA-S,2019/03/18
70:B3:D5:6F:E,NTO IRE-POLUS,false,MA-S,2019/03/18
DC:A6:32,Raspberry Pi Trading Ltd,false,MA-L,2019/03/19
7C:EC:9B,"Fuzhou Teraway Information Technology Co.,Ltd",false,MA-L,2019/03/19
C4:8A:5A,JFCONTROL,false,MA-L,2019/03/19
B4:9A:95,Shenzhen Boomtech Industrial Corporation,false,MA-L,2019/03/19
BC:97:40:0,"Alpha ESS Co., Ltd.",false,MA-M,2019/03/19
BC:97:40:3,Precision Galaxy Pvt. Ltd,false,MA-M,2019/03/19
4C:E9:E4,"New H3C Technologies Co., Ltd",false,MA-L,2019/03/20
94:0B:19,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2019/03/20
